rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
47,Northwestern,B10,17-16,113.6181896623578,65,97.87068144092632,40,0.8475819829819525,47,17.0,16.0,7.0,13.0,7-13,0.7294122088325136,0.4719299672412793,0.8608263884769471,0.7294122088325136,0.4719299672412793,0.8608263884769471,0.6583990274332915,0.8843220665026521,113.46131495385575,101.45376524663365,113.46131495385575,101.45376524663365,114.66668143110815,99.33323820977297,112.76954260710487,97.80420547131695,0.8371747382743255,13.0,-0.0582618690055825,1434.0,1464.0,1347.5375000000001,1.064163334972125,1.0864261662476924,0.0,0.35,-2.1593409907647683,70,314,65.24994358026643
48,Boise St.,MWC,26-11,116.10492824266191,46,100.23115553152948,65,0.8443129761909888,48,26.0,11.0,14.0,6.0,14-6,0.6122933694081769,0.4985900725514681,0.6217111570391068,0.6122933694081769,0.4985900725514681,0.6217111570391068,0.7712211837957456,0.8252974947700118,109.05176462097182,102.93159521393441,109.05176462097182,102.93159521393441,117.10232804005753,100.75578834437026,115.04207880626467,104.29013958569814,0.7555422430858117,8.0,0.01090507234104876,1480.0,1325.0,1300.4250000000002,1.138089470749947,1.0188976680700539,0.0,0.7,0.005134605764078315,54,149,65.98846680890507
49,UC San Diego,BW,30-5,112.96966170433868,73,97.54942800682909,36,0.8439268661409146,49,30.0,5.0,18.0,2.0,18-2,0.4159238865630519,0.37544967712471405,0.3950017826767562,0.4159238865630519,0.37544967712471405,0.3950017826767562,0.8820428455029398,0.879453759830251,105.27384744909305,107.77722240947557,105.27384744909305,107.77722240947557,115.43666069391058,97.72144454008516,104.0672477837599,92.75837521938486,0.7896724285987249,3.0,0.024463876765826176,1606.0,1243.0,1339.175,1.1992458043198237,0.9281833964941102,0.0,0.9,0.9462403470561146,47,122,66.0044576430652
50,Indiana,B10,19-13,113.0734248106165,71,97.66422281856624,38,0.8435356532328451,50,19.0,13.0,10.0,10.0,10-10,0.7490342316388159,0.5385705748617954,0.8572492810456189,0.7490342316388159,0.5385705748617954,0.8572492810456189,0.642864644194912,0.8252921058022864,114.29297892910229,101.15329198771983,114.29297892910229,101.15329198771983,114.31819320176382,98.87331642878641,112.78249931028625,100.85338090889621,0.7834055844235407,16.0,0.04246891909571948,1457.0,1476.0,1367.4,1.065525815416118,1.0794207985958753,0.0,0.5,0.9498544408581668,46,79,68.27953694754422
51,Oklahoma,SEC,20-14,116.76725984214347,38,100.85895540270745,71,0.8434712490868,51,20.0,14.0,6.0,12.0,6-12,0.7187015042322853,0.44648903783860105,0.8851412032646521,0.7187015042322853,0.44648903783860105,0.8851412032646521,0.6090092860686683,0.8185804357120643,113.88880709718376,101.37069273491588,113.88880709718376,101.37069273491588,116.45947925928755,101.0856518407371,118.56779958818296,100.8299604349755,0.8657123071893124,20.0,0.06218607419162958,1357.0,1432.0,1267.1625000000001,1.0708965898217473,1.130083947402168,0.0,0.3333333333333333,2.158001671317433,37,44,68.70747363142749
52,Drake,MVC,31-4,113.10280826612127,69,97.73830273500043,39,0.8427776862404037,52,31.0,4.0,17.0,3.0,17-3,0.4991677805625525,0.37881430607533595,0.5012171206895846,0.4991677805625525,0.37881430607533595,0.5012171206895846,0.8466110653878139,0.8770373628021169,108.4161328126604,106.58486602624158,108.4161328126604,106.58486602624158,114.35479384290923,100.18602545564434,118.02215456113149,92.26491921179544,0.9443490212684671,4.0,0.1001427048096587,1369.0,1208.0,1199.4249999999997,1.1413802447005859,1.0071492590199473,0.0,0.85,2.7122928373981394,34,15,59.1364997416005
53,Villanova,BE,21-15,119.03065056568471,23,102.89689409847827,99,0.8422434447281143,53,21.0,15.0,11.0,9.0,11-9,0.6454256245910283,0.4207692230513485,0.7504247482303564,0.6454256245910283,0.4207692230513485,0.7504247482303564,0.7302961974738895,0.8492252060719003,110.20351169374949,103.06230388334843,110.20351169374949,103.06230388334843,119.58755319237666,102.38969063726996,124.04421565745028,103.25654557290628,0.8918083177303203,11.0,-0.062399567962881264,1428.0,1369.0,1268.4375,1.1257945306725794,1.079280610987928,0.0,0.55,-2.8854771250546523,75,320,63.45180019590474
54,Utah St.,MWC,26-8,121.27557617480429,16,105.42098881969625,148,0.8335768807548625,54,26.0,8.0,15.0,5.0,15-5,0.5966380240217134,0.4848037294339699,0.6227935491612586,0.5966380240217134,0.4848037294339699,0.6227935491612586,0.7724879052831755,0.8315561580367606,108.51407347570921,102.98617936064363,108.51407347570921,102.98617936064363,123.92881832162033,108.21869968324775,114.29882250008556,109.26591141523802,0.6266485691764353,7.0,0.0799233829551208,1573.0,1447.0,1320.875,1.1908772593924482,1.0954859468155578,0.0,0.75,2.2507005279348835,36,25,67.72663033647622
55,SMU,ACC,24-11,116.19554758469283,45,101.09524976886024,76,0.832148458742876,55,24.0,11.0,13.0,7.0,13-7,0.61951290700647,0.4408700261023118,0.7024423456410659,0.61951290700647,0.4408700261023118,0.7024423456410659,0.7850440984943948,0.8785626801241072,109.74374380943247,104.20322659579224,109.74374380943247,104.20322659579224,118.1691285136039,101.57199021733942,110.21002686708101,107.86700890271612,0.5614678354493815,6.0,-0.0066164158176951204,1547.0,1445.0,1355.1375,1.1415815738255344,1.0663124590678068,0.0,0.65,-0.47965115428083516,59,191,69.24359110907463
56,USC,B10,17-18,116.63285286297773,39,101.54091419127758,87,0.8311143528510487,56,17.0,18.0,7.0,13.0,7-13,0.7216598588609103,0.47223262092705975,0.8479892089175076,0.7216598588609103,0.47223262092705975,0.8479892089175076,0.6632904318194759,0.8702203285442969,113.2634606724361,101.54130927752676,113.2634606724361,101.54130927752676,119.37656215784641,102.99416050662698,112.95029176314844,102.79583559821273,0.7471244519974921,16.0,-0.07417352017135742,1521.0,1566.0,1385.3625,1.097907587364318,1.1303900603632624,0.0,0.35,-3.227771425956751,83,330,68.5690124805637
57,Nebraska,B10,21-14,113.3768631842118,67,98.8026099805819,44,0.8295332868020527,57,21.0,14.0,7.0,13.0,7-13,0.7183927067106574,0.4508845256095935,0.8552875266642108,0.7183927067106574,0.4508845256095935,0.8552875266642108,0.6595340764751649,0.8428328430384504,113.2929476329407,101.80395487386653,113.2929476329407,101.80395487386653,112.62284358755812,101.91779201123013,111.73540310214433,97.90695128229846,0.8204404776140002,15.0,0.047346662163074704,1464.0,1570.0,1400.1625,1.0455929222500961,1.1212984207190237,0.0,0.35,-0.9217675756030033,60,66,67.86174179189554
58,McNeese St.,Slnd,28-7,113.86107215972262,63,99.70062843678284,58,0.8216081710870173,58,28.0,7.0,19.0,1.0,19-1,0.4709484865144559,0.5446163620501607,0.3866290840394002,0.4709484865144559,0.5446163620501607,0.3866290840394002,0.8473282018065008,0.7799067684861595,106.49881497605585,105.5811550770083,106.49881497605585,105.5811550770083,116.26972600200233,100.61475100522799,107.75900271488436,91.34799802300911,0.869896105726436,4.0,0.026931642792857202,1572.0,1261.0,1323.5499999999997,1.1877148577688794,0.9527407351441202,0.0,0.95,-0.39437315146264085,57,111,65.75205947445886
59,Kansas St.,B12,16-17,109.33556360664565,116,96.12576026779969,22,0.8146919341704242,59,16.0,17.0,9.0,11.0,9-11,0.7326854854969361,0.490613692069833,0.8549653482976558,0.7326854854969361,0.490613692069833,0.8549653482976558,0.6392975544041151,0.8257614293221817,111.8623602713995,100.71804561517641,111.8623602713995,100.71804561517641,110.1646353376415,94.31572827167162,111.6140305303255,94.69096731977135,0.868860817289157,13.0,-0.025685579727367736,1351.0,1380.0,1349.6125,1.001028072872769,1.022515722105419,0.0,0.45,-2.489131278064509,71,243,67.27967663353095
60,San Diego St.,MWC,21-10,108.88486918657416,125,95.80910031542177,20,0.8132448988852176,60,21.0,10.0,14.0,6.0,14-6,0.6430641902566944,0.6342111693504129,0.6248378091537634,0.6430641902566944,0.6342111693504129,0.6248378091537634,0.7292901065181551,0.6840690758277685,111.06442674671005,102.44484923108779,111.06442674671005,102.44484923108779,107.79973854761184,94.5383005964518,109.27497123968828,97.52789411524748,0.7871586711716264,10.0,0.06557045795830474,1406.0,1277.0,1337.8000000000002,1.050979219614292,0.9545522499626251,0.0,0.7,0.982161317036446,45,42,66.1054141434245
61,Penn St.,B10,16-15,114.36470606587288,58,100.78289683107423,69,0.8105939744173885,61,16.0,15.0,6.0,14.0,6-14,0.6561895667209947,0.31948910099227773,0.8413748228717891,0.6561895667209947,0.31948910099227773,0.8413748228717891,0.6884479571496936,0.9107537727628512,111.387669488586,103.20985724787103,111.387669488586,103.20985724787103,113.51251440141375,101.39507209537427,113.67835703066145,100.37776031917782,0.8070527397240943,11.0,-0.05614484999660707,1462.0,1549.0,1396.9875,1.0465376390268346,1.1088145026351346,0.0,0.3,-3.2200457306995016,82,311,70.44244360556502
62,Liberty,CUSA,28-7,112.0678108644907,86,99.0505305187264,49,0.8053307581288304,62,28.0,7.0,13.0,5.0,13-5,0.4795419898292182,0.34339852975576346,0.5381035623979383,0.4795419898292182,0.34339852975576346,0.5381035623979383,0.8671002732229565,0.897954470032626,105.54791262277557,105.36376356083197,105.54791262277557,105.36376356083197,110.29361469556535,96.65724270916297,85.02676321339489,110.19199848624193,0.048270075261727684,1.0,0.031157693845829337,1304.0,1176.0,1213.9625,1.0741682712604383,0.9687284409526653,0.0,0.7222222222222222,-0.15863013996912356,55,102,65.70206011375001
63,Memphis,Amer,29-6,112.1455624353336,84,99.32873407368639,51,0.8014962275470281,63,29.0,6.0,16.0,2.0,16-2,0.6327299904228888,0.7859076322923613,0.5149916671381798,0.6327299904228888,0.7859076322923613,0.5149916671381798,0.7668424440622136,0.6136403749727708,111.24466391757564,104.44658075549674,111.24466391757564,104.44658075549674,110.48069294366968,98.45315580381309,121.68261083760399,100.04008802799208,0.9048417577431411,8.0,0.1907854576366862,1452.0,1279.0,1293.375,1.1226442447086111,0.9888856673431913,0.0,0.8888888888888888,4.967148941521432,19,1,70.85817675534682
64,Iowa,B10,17-16,119.96136872777927,19,106.51702339375707,174,0.7968864303501322,64,17.0,16.0,7.0,13.0,7-13,0.7086394616332765,0.40880505469882206,0.8547143217792172,0.7086394616332765,0.40880505469882206,0.8547143217792172,0.6470079458989105,0.8669812215847558,113.04796801028708,102.02323265191102,113.04796801028708,102.02323265191102,120.22610033524218,108.1216968860592,122.2188243353093,110.52317088767553,0.7607436251435477,16.0,0.009014250119367184,1548.0,1654.0,1396.9375,1.1081383383293812,1.1840186121426335,0.0,0.35,-1.86839064207874,68,152,70.0617374272242
65,San Francisco,WCC,25-10,111.23702486631632,92,98.81869026085516,45,0.7959757772923329,65,25.0,10.0,13.0,5.0,13-5,0.5618304998383143,0.4628045832689207,0.6038150481404547,0.5618304998383143,0.4628045832689207,0.6038150481404547,0.7873777587100695,0.8600766269782597,109.70208948200968,105.50525515957357,109.70208948200968,105.50525515957357,112.09127423675301,101.46210382005296,109.37792443853252,100.50100409470204,0.7257918311373209,7.0,0.04083160023436816,1359.0,1298.0,1233.1125000000002,1.1020892254356354,1.0526209084734766,0.0,0.7222222222222222,0.1311078716213574,52,82,68.1112904335281
66,Rutgers,B10,15-17,116.43191142114581,44,103.96558034738246,112,0.7862281669666819,66,15.0,17.0,8.0,12.0,8-12,0.7207157858273843,0.4517046458302954,0.8631519844748571,0.7207157858273843,0.4517046458302954,0.8631519844748571,0.6413951379771825,0.8266667331809543,112.79360575141466,100.85917139519427,112.79360575141466,100.85917139519427,117.14945899402032,102.65678038398468,117.44749893859924,102.29760713524405,0.8303639787332948,17.0,-0.016683952207807662,1486.0,1575.0,1389.2499999999995,1.0696418931077922,1.1337052366384743,0.0,0.4,-3.0491717369466422,78,215,68.90126930108774
67,Arizona St.,B12,13-20,113.25838162761332,68,101.27063466659426,82,0.783565348439829,67,13.0,20.0,4.0,16.0,4-16,0.7866090634489554,0.6419658808433488,0.8626124591788404,0.7866090634489554,0.6419658808433488,0.8626124591788404,0.5852697532639843,0.691962474365014,114.83253326059702,99.1579759419738,114.83253326059702,99.1579759419738,113.29089306388502,101.65318411983831,114.52941106802433,99.21426271957516,0.8390023244165662,18.0,-0.025495841610050474,1436.0,1591.0,1403.6625000000001,1.0230379453750456,1.1334633503424076,0.0,0.2,-3.087864198712091,79,242,68.8366249224939
68,Utah,B12,16-17,112.7277078683967,75,100.84242244757979,70,0.7826684994455891,68,16.0,17.0,8.0,12.0,8-12,0.6868002460934818,0.3698469298318647,0.8537599538332152,0.6868002460934818,0.3698469298318647,0.8537599538332152,0.6654080612405998,0.8795372084246211,111.96845901782169,102.50634059468554,111.96845901782169,102.50634059468554,111.76564572836955,100.71057658490597,106.73605932467031,101.21975470514374,0.6479975450116339,14.0,-0.031238233480235245,1383.0,1488.0,1359.5,1.0172857668260389,1.0945200441338727,0.0,0.4,-2.932705788034111,76,253,69.1683957971472
69,UCF,B12,20-17,116.02391294724404,49,104.00858684769187,113,0.7785459380778497,69,20.0,17.0,7.0,13.0,7-13,0.7357111898608201,0.49214010001515845,0.8440658246330974,0.7357111898608201,0.49214010001515845,0.8440658246330974,0.6512756876454959,0.8490461928976901,112.23369241932545,99.78336954978974,112.23369241932545,99.78336954978974,116.23853689488476,104.46839391467365,114.76240125164941,101.48557908946782,0.8043792226696402,14.0,0.05416745638809772,1547.0,1660.0,1471.6,1.051236749116608,1.1280239195433543,0.0,0.35,-1.9947310664857962,69,54,72.03741222576977
70,North Texas,Amer,27-9,109.70881338820348,113,98.85912868141256,46,0.768086664471954,70,27.0,9.0,14.0,4.0,14-4,0.5117275321153574,0.4534245362756466,0.5183983914481827,0.5117275321153574,0.4534245362756466,0.5183983914481827,0.8496855281608062,0.8390406567208708,108.0836752804966,106.88197870275471,108.0836752804966,106.88197870275471,111.47495388656505,100.57599890872082,106.01314226175856,97.29544220599604,0.728460469707792,2.0,0.03938934472776723,1231.0,1107.0,1090.3625,1.1289823338568596,1.0152586869045845,0.0,0.7777777777777778,-1.6665434299749484,65,87,60.81917503412103
71,Wake Forest,ACC,21-11,107.72952470416264,148,97.41556161584414,35,0.7608479047953641,71,21.0,11.0,13.0,7.0,13-7,0.6404739287052186,0.4867754850788834,0.7127307584076321,0.6404739287052186,0.4867754850788834,0.7127307584076321,0.6997378961658948,0.7336418113164602,111.06660136562779,103.24507351216653,111.06660136562779,103.24507351216653,110.52451192213792,98.33022708563014,101.47994304654657,90.717037587458,0.7840344180722687,11.0,0.11042036535446387,1443.0,1404.0,1355.1125000000002,1.0648562388731562,1.036076340525233,0.0,0.65,0.6240723553409633,49,13,67.42343901181164
72,Pittsburgh,ACC,17-15,113.91776396068829,62,103.05581498110593,102,0.7599435363994994,72,17.0,15.0,8.0,12.0,8-12,0.6684086930212295,0.5808837785113101,0.7168430692104686,0.6684086930212295,0.5808837785113101,0.7168430692104686,0.7202777293359784,0.7612473463236425,111.77002345874679,102.99346009394361,111.77002345874679,102.99346009394361,112.88512730331419,105.86739786608162,115.38440635101819,101.93862425746482,0.806094577653341,11.0,-0.017282115748564086,1430.0,1456.0,1315.3250000000003,1.0871837758728828,1.1069507536160261,0.0,0.4,-3.8404121845704537,86,219,66.70940494472596
73,George Mason,A10,27-9,106.31906115200744,184,96.28297975737686,24,0.7577273281673128,73,27.0,9.0,15.0,3.0,15-3,0.5019849558539263,0.3676755300282845,0.5529121266165479,0.5019849558539263,0.3676755300282845,0.5529121266165479,0.829916474490651,0.8417639825494467,107.5693541042818,106.39802993764879,107.5693541042818,106.39802993764879,105.04359362613694,95.96122375045576,99.92576455640992,94.27089012355708,0.6614883233594951,4.0,0.05287002571671684,1211.0,1147.0,1179.75,1.0264886628522991,0.9722398813307904,0.0,0.8333333333333334,-0.4002181040425266,58,56,64.97568183158258
74,TCU,B12,16-16,106.27581358734083,186,96.31342400089564,25,0.756197711855532,74,16.0,16.0,9.0,11.0,9-11,0.7494760828492881,0.5671726178887567,0.8509621635563009,0.7494760828492881,0.5671726178887567,0.8509621635563009,0.6289442235538059,0.7764563326872053,113.84238585633365,100.44775391885852,113.84238585633365,100.44775391885852,107.59292969467488,98.20154092937533,106.48782889341499,97.08664325376837,0.7432461039945722,16.0,0.056628735033512956,1298.0,1428.0,1324.1875,0.9802237220937368,1.0783971303157596,0.0,0.45,-1.6706860828723942,66,50,66.69558633750943
75,South Carolina,SEC,12-20,110.09229330539404,105,99.79000535156985,60,0.7558179790530717,75,12.0,20.0,2.0,16.0,2-16,0.7247401247419155,0.4682738367527751,0.9012584460862079,0.7247401247419155,0.4682738367527751,0.9012584460862079,0.6221846695949215,0.8547429955032858,114.24279618441301,101.28082721581718,114.24279618441301,101.28082721581718,108.50154108357724,99.19456750083447,109.0658545703955,99.85393023609588,0.7339584014646591,20.0,-0.07198710770038746,1182.0,1361.0,1210.3375,0.97658710896754,1.1244797422206616,0.0,0.1111111111111111,-5.543441131217295,118,326,65.65904294048313
76,Stanford,ACC,21-14,112.48714803115541,77,102.47831343268253,95,0.7449123631171061,76,21.0,14.0,11.0,9.0,11-9,0.6113572135246945,0.4463369595995855,0.6969212195800312,0.6113572135246945,0.4463369595995855,0.6969212195800312,0.7591828499418788,0.859360287717552,109.50396679378107,103.49852094233846,109.50396679378107,103.49852094233846,112.10485317793764,101.33555763696722,110.04639543776216,104.19467674034577,0.6521201457531499,8.0,0.004713089705478679,1410.0,1423.0,1322.25,1.0663641520136131,1.0761958782378522,0.0,0.55,-2.728879267091051,74,169,66.37477076519028
77,Butler,BE,15-20,116.96622111495675,36,106.6836146418128,179,0.7423468781976504,77,15.0,20.0,6.0,14.0,6-14,0.70395229573903,0.5658875786400355,0.7604200999904889,0.70395229573903,0.5658875786400355,0.7604200999904889,0.6797840369124142,0.7399440007522103,111.80577233076625,101.06694008838001,111.80577233076625,101.06694008838001,117.92167196930988,107.26305015748422,115.2738623003109,105.30414640103656,0.7389013280756372,16.0,-0.05437983969565213,1499.0,1545.0,1363.1000000000001,1.0996992150245761,1.133445822023329,0.0,0.3,-6.0526896238096475,123,306,67.8423290994027
78,Yale,Ivy,22-8,113.9906312422975,61,104.1025852510476,116,0.7395254839236532,78,22.0,8.0,13.0,1.0,13-1,0.42671882103176983,0.4288806271037637,0.3798271771860014,0.42671882103176983,0.4288806271037637,0.3798271771860014,0.872571874990326,0.8488378214360591,106.3255485543721,108.35599755932917,106.3255485543721,108.35599755932917,114.20981591795021,103.5138208333942,117.55197709477149,106.05485356038996,0.7655994458433236,2.0,-0.0070380701188909045,1157.0,969.0,971.4625,1.1909878147638226,0.9974651620623545,0.0,0.9285714285714286,-2.559333694084462,73,194,67.67682097808009
